posX,posY,accX,accY,velX,velY
265.124623,111.141657,0.007461,-0.010139,-4.519409,2.112935
260.602969,113.262470,-0.002245,0.007878,-4.521654,2.120813
256.081937,115.380964,0.000622,-0.002319,-4.521033,2.118494
251.559813,117.509161,-0.001091,0.009702,-4.522123,2.128196
247.033365,119.633135,-0.011187,-0.001002,-4.526448,2.123974
242.506171,121.755519,-0.004322,0.000087,-4.527194,2.122384
237.980944,123.874800,0.001967,-0.003103,-4.525227,2.119282
233.465458,126.007277,0.009741,0.013195,-4.515486,2.132476
228.947526,128.143059,-0.002447,0.003307,-4.517932,2.135783
228.875746,128.168089,4.446152,-2.110753,-0.071780,0.025030
228.875746,128.168089,4.446152,-2.110753,-0.071780,0.025030
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
228.875746,128.168089,0.000000,0.000000,0.000000,0.000000
233.807053,128.199342,5.003088,0.006223,4.931308,0.031253
238.806916,128.236362,0.070619,0.005782,4.999863,0.037020
243.806783,128.272824,0.003425,-0.000532,4.999867,0.036462
248.804428,128.311747,-0.002223,0.002461,4.997644,0.038923
253.802497,128.344957,0.000426,-0.005713,4.998070,0.033210
258.798232,128.379761,-0.002335,0.001594,4.995734,0.034804
263.794221,128.409537,0.000255,-0.005029,4.995989,0.029775
268.792310,128.445125,0.002100,0.005813,4.998089,0.035588
273.792178,128.481409,0.009001,0.000748,4.999868,0.036284
278.787037,128.517045,-0.005009,-0.000648,4.994859,0.035636
283.786874,128.538357,0.004977,-0.014325,4.999836,0.021312
288.783751,128.562056,-0.002959,0.002388,4.996877,0.023699
293.775481,128.595565,-0.005147,0.009810,4.991730,0.033509
298.773504,128.636184,0.006293,0.007111,4.998023,0.040619
303.773395,128.669287,0.007685,-0.007478,4.999890,0.033103
308.771452,128.708325,-0.001833,0.005935,4.998057,0.039038
313.771351,128.740069,0.004334,-0.007279,4.999899,0.031744
318.771213,128.777197,0.000731,0.005390,4.999862,0.037128
323.768539,128.814739,-0.002536,0.000414,4.997326,0.037542
328.768335,128.859915,0.005193,0.007658,4.999796,0.045175
333.768229,128.892367,0.006438,-0.012682,4.999895,0.032452
338.767042,128.920705,-0.001082,-0.004114,4.998813,0.028338
343.759290,128.948884,-0.006565,-0.000159,4.992248,0.028179
348.751335,128.982682,-0.000204,0.005619,4.992044,0.033798
353.744318,129.019286,0.000938,0.002807,4.992983,0.036605
358.740760,129.056368,0.003459,0.000477,4.996442,0.037082
363.735725,129.095214,-0.001477,0.001764,4.994965,0.038846
368.735514,129.141125,0.006514,0.007081,4.999789,0.045911
373.735428,129.170448,0.002982,-0.016572,4.999914,0.029323
378.735313,129.204337,0.004711,0.004598,4.999885,0.033889
383.730399,129.241118,-0.004799,0.002892,4.995086,0.036781
388.730239,129.281095,0.007687,0.003219,4.999840,0.039977
393.727239,129.318330,-0.002840,-0.002742,4.997000,0.037235
398.720553,129.354265,-0.003686,-0.001299,4.993314,0.035935
403.719519,129.383911,0.005652,-0.006289,4.998966,0.029646
408.719430,129.413705,0.003713,0.000164,4.999911,0.029794
413.719356,129.440986,0.004942,-0.002485,4.999926,0.027281
418.719285,129.467654,0.000184,-0.000612,4.999929,0.026668
423.718031,129.505049,-0.001182,0.010727,4.998746,0.037395
428.716889,129.540277,0.000111,-0.002167,4.998858,0.035228
433.716790,129.571746,0.007122,-0.003721,4.999901,0.031468
438.716646,129.609708,0.005198,0.006533,4.999856,0.037962
443.716544,129.641715,0.002698,-0.005937,4.999898,0.032008
448.716406,129.678880,0.002576,0.005176,4.999862,0.037164
453.716305,129.710543,0.001205,-0.005493,4.999900,0.031663
458.716154,129.749489,0.000903,0.007290,4.999848,0.038946
463.716050,129.776580,0.000048,-0.011855,4.999897,0.027091
468.715973,129.804409,0.004958,0.000765,4.999923,0.027829
473.715851,129.839303,0.008595,0.007125,4.999878,0.034894
478.708837,129.866824,-0.006892,-0.007374,4.992986,0.027520
483.708648,129.910320,0.009839,0.016002,4.999811,0.043496
488.704935,129.932866,-0.003524,-0.020951,4.996287,0.022546
493.704864,129.959549,0.017022,0.004209,4.999929,0.026683
498.704768,129.990464,0.001513,0.004242,4.999904,0.030916
498.720152,129.990626,-4.984521,-0.030755,0.015383,0.000161
498.720152,129.990626,-4.984521,-0.030755,0.015383,0.000161
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
498.720152,129.990626,0.000000,0.000000,0.000000,0.000000
493.736918,129.989136,-4.998617,-0.001651,-4.983234,-0.001490
488.736942,129.973665,-0.144591,-0.014377,-4.999976,-0.015471
483.737053,130.006996,-0.085912,0.049376,-4.999889,0.033331
478.739005,130.001893,0.001841,-0.038435,-4.998048,-0.005103
473.739010,130.008951,-0.003660,0.012163,-4.999995,0.007058
468.741060,130.005699,0.002045,-0.010310,-4.997950,-0.003252
463.741697,130.006246,-0.001413,0.003799,-4.999363,0.000547
458.742371,130.008353,0.000036,0.001560,-4.999327,0.002107
453.754294,130.007376,0.011249,-0.003084,-4.988077,-0.000977
448.754295,130.010186,-0.019647,0.003792,-4.999999,0.002810
443.761566,130.005921,0.007271,-0.007076,-4.992728,-0.004266
438.766725,129.999697,-0.002113,-0.001958,-4.994841,-0.006224
433.767352,129.994571,-0.004532,0.001098,-4.999373,-0.005126
428.767357,130.001262,-0.005878,0.011824,-4.999996,0.006691
423.771504,130.002830,0.004143,-0.005124,-4.995853,0.001568
418.771530,129.986589,-0.004481,-0.017809,-4.999974,-0.016240
413.781175,129.996745,0.009618,0.026396,-4.990356,0.010156
408.787150,129.994047,-0.003669,-0.012853,-4.994025,-0.002698
403.787150,129.993057,-0.007281,0.001707,-5.000000,-0.000991
398.787151,129.996328,-0.001431,0.004262,-4.999999,0.003271
393.787545,130.000588,0.000393,0.000990,-4.999606,0.004260
388.791483,130.003848,0.003544,-0.001000,-4.996062,0.003260
383.805812,130.003573,0.010391,-0.003536,-4.985671,-0.000275
378.807805,130.000063,-0.012337,-0.003235,-4.998008,-0.003511
373.812142,129.985658,0.002345,-0.010895,-4.995662,-0.014405
368.814575,129.982349,-0.001905,0.011096,-4.997567,-0.003309
363.818472,129.987796,0.001465,0.008756,-4.996103,0.005448
358.819651,129.984175,-0.002719,-0.009069,-4.998821,-0.003621
353.821667,129.988826,0.000837,0.008272,-4.997984,0.004651
348.822607,129.987775,-0.001076,-0.005701,-4.999060,-0.001050
343.822607,129.986710,-0.004471,-0.000016,-5.000000,-0.001065
338.822607,129.984451,-0.006166,-0.001197,-4.999999,-0.002259
333.822608,129.986641,-0.000311,0.004449,-5.000000,0.002190
328.832167,129.984585,0.009558,-0.004245,-4.990441,-0.002055
323.832172,129.992311,-0.015104,0.009790,-4.999994,0.007726
318.832172,129.992498,-0.012005,-0.007538,-5.000000,0.000187
313.836227,129.987305,0.004055,-0.005380,-4.995945,-0.005193
308.836228,129.984420,-0.011618,0.002304,-4.999999,-0.002885
303.837006,129.993492,0.000778,0.011956,-4.999222,0.009071
298.841526,129.987169,0.003741,-0.015394,-4.995481,-0.006323
293.841540,129.975327,-0.006233,-0.005524,-4.999986,-0.011842
288.849514,129.986952,0.007960,0.023467,-4.992026,0.011625
283.855401,129.988245,-0.002087,-0.010332,-4.994113,0.001293
278.857622,129.990100,-0.003666,0.000562,-4.997779,0.001855
273.857622,129.990572,-0.010984,-0.001383,-5.000000,0.000472
268.860474,129.992167,0.002852,0.001123,-4.997148,0.001595
263.860641,129.981539,-0.002685,-0.012223,-4.999833,-0.010628
258.865453,129.983628,0.004645,0.012717,-4.995188,0.002089
253.867510,129.994556,-0.002756,0.008839,-4.997944,0.010928
248.867511,129.990768,-0.004642,-0.014718,-4.999999,-0.003789
243.869235,129.993846,0.001723,0.006867,-4.998276,0.003079
238.869237,129.997660,-0.006335,0.000738,-4.999999,0.003814
233.876104,130.001366,0.006866,-0.000108,-4.993132,0.003706
228.879053,130.013092,-0.003919,0.008020,-4.997051,0.011726
228.804240,129.970699,4.922238,-0.054119,-0.074813,-0.042393
228.804240,129.970699,4.922238,-0.054119,-0.074813,-0.042393
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
228.804240,129.970699,0.000000,0.000000,0.000000,0.000000
232.839748,132.768398,4.110321,2.840092,4.035508,2.797699
236.950758,135.614376,0.080889,0.052009,4.111010,2.845978
241.060159,138.462601,-0.001610,0.002246,4.109401,2.848225
245.166333,141.313964,-0.003226,0.003138,4.106174,2.851363
249.273035,144.166157,0.001040,0.001185,4.106701,2.852193
253.371404,147.013710,-0.008333,-0.004640,4.098369,2.847553
257.480229,149.862843,0.012056,0.002689,4.108825,2.849133
261.588271,152.701388,-0.000783,-0.010588,4.108042,2.838545
265.698809,155.548048,0.003294,0.008669,4.110538,2.846660
269.797351,158.397361,-0.011997,0.002653,4.098541,2.849313
273.901503,161.252694,0.005611,0.006019,4.104153,2.855332
277.997992,164.100272,-0.007663,-0.007754,4.096489,2.847578
282.103933,166.941677,0.009451,-0.006174,4.105941,2.841405
286.216178,169.785872,0.008112,0.004041,4.112244,2.844195
290.317504,172.638045,-0.010918,0.007979,4.101326,2.852174
294.430448,175.477018,0.011618,-0.013201,4.112944,2.838972
298.530284,178.338464,-0.013109,0.022474,4.099836,2.861446
302.634992,181.177315,0.004873,-0.022596,4.104708,2.838851
306.741149,184.030291,0.004901,0.016524,4.106157,2.852976
310.849749,186.879749,0.013857,0.004397,4.108600,2.849457
314.950771,189.729775,-0.007578,0.000569,4.101022,2.850026
319.064373,192.572005,0.015570,-0.005730,4.113602,2.842231
323.160955,195.417613,-0.017021,0.003377,4.096582,2.845608
327.263039,198.276443,0.009434,0.015962,4.102084,2.858829
331.368416,201.130541,0.010175,0.000054,4.105377,2.854098
335.478332,203.978100,0.006662,-0.005068,4.109916,2.847559
339.587900,206.826161,0.000775,0.001280,4.109568,2.848061
343.699068,209.671911,0.003487,-0.001006,4.111169,2.845750
347.794540,212.521568,-0.015697,0.003906,4.095471,2.849656
351.894572,215.374552,0.004561,0.003327,4.100032,2.852984
356.001788,218.226003,0.009014,-0.000262,4.107216,2.851451
360.108701,221.077892,0.002099,0.002107,4.106912,2.851889
364.217418,223.927181,0.005366,-0.000131,4.108717,2.849288
368.324073,226.779440,0.001687,0.005575,4.106655,2.852260
372.433964,229.627034,0.007008,-0.002053,4.109892,2.847594
376.546596,232.469647,0.002739,-0.004981,4.112631,2.842613
380.654193,235.320550,-0.002496,0.010052,4.107597,2.850903
384.749711,238.170519,-0.012079,-0.000934,4.095518,2.849969
388.862650,241.013710,0.022115,-0.003534,4.112939,2.843191
392.966470,243.870047,-0.002411,0.017816,4.103820,2.856337
397.076357,246.717647,0.010764,-0.005483,4.109887,2.847600
401.184646,249.567552,0.001797,0.004659,4.108289,2.849905
405.291270,252.419856,-0.001039,0.002834,4.106624,2.852304
409.391682,255.281083,-0.005832,0.009188,4.100412,2.861227
413.502269,258.127674,0.019580,-0.008123,4.110587,2.846590
417.604049,260.975728,-0.008807,0.001464,4.101780,2.848054
421.705751,263.835104,0.008350,0.017197,4.101703,2.859377
425.811915,266.688072,0.006131,-0.005248,4.106163,2.852968
429.909830,269.552874,-0.003068,0.015456,4.097915,2.864802
434.016342,272.393984,0.008596,-0.023692,4.106512,2.841110
438.124881,275.243529,0.008775,0.013116,4.108539,2.849546
442.227236,278.094487,-0.006183,0.001412,4.102356,2.850958
446.896195,279.883571,0.567964,-1.061352,4.668959,1.789084
451.571016,281.657283,0.021957,-0.009266,4.674821,1.773711
456.236923,283.454311,-0.008279,0.023562,4.665907,1.797029
460.909186,285.218465,0.006356,-0.032875,4.672263,1.764154
465.577649,287.008843,0.004173,0.029282,4.668463,1.790378
470.251100,288.770021,0.004988,-0.029200,4.673451,1.761178
474.917406,290.566013,0.006484,0.040060,4.666306,1.795992
479.597785,292.325005,0.016956,-0.035917,4.680379,1.758992
484.257265,294.138632,-0.017201,0.056075,4.659480,1.813627
488.939437,295.888499,0.022691,-0.063760,4.682171,1.749867
493.595648,297.701598,-0.025959,0.063231,4.656212,1.813099
498.280222,299.449169,0.028362,-0.065528,4.684574,1.747571
502.886222,301.243912,-0.078574,0.047172,4.606000,1.794743
507.484437,302.954556,-0.007785,-0.084099,4.598215,1.710644
512.015508,304.727735,-0.067144,0.062535,4.531071,1.773179
516.538164,306.417884,-0.008415,-0.083031,4.522656,1.690148
520.994716,308.147214,-0.066104,0.039182,4.456552,1.729330
525.437571,309.808358,-0.013697,-0.068187,4.442854,1.661144
529.827884,311.517830,-0.052541,0.048328,4.390314,1.709472
534.187153,313.145217,-0.031046,-0.082084,4.359268,1.627388
538.511995,314.836157,-0.034426,0.063552,4.324842,1.690940
542.810872,316.428940,-0.025965,-0.098157,4.298877,1.592783
547.045298,318.088537,-0.064451,0.066814,4.234426,1.659597
551.293972,319.663193,0.014248,-0.084942,4.248674,1.574656
555.445163,321.285271,-0.097482,0.047422,4.151192,1.622078
559.627043,322.841088,0.030689,-0.066261,4.181880,1.555817
563.713155,324.437521,-0.095768,0.040615,4.086112,1.596433
567.812721,325.970237,0.013455,-0.063717,4.099566,1.532716
571.836695,327.537279,-0.075593,0.034326,4.023973,1.567042
575.867734,329.040965,0.007066,-0.063356,4.031040,1.503686
579.823487,330.580811,-0.075287,0.036160,3.955752,1.539846
583.801944,332.060816,0.022705,-0.059841,3.978457,1.480005
587.677786,333.579276,-0.102616,0.038455,3.875841,1.518460
591.588081,335.029140,0.034454,-0.068596,3.910296,1.449864
595.404981,336.533181,-0.093396,0.054177,3.816900,1.504041
599.259211,337.941289,0.037330,-0.095933,3.854230,1.408108
603.002342,339.429937,-0.111100,0.080540,3.743130,1.488648
606.808607,340.812438,0.063135,-0.106146,3.806265,1.382501
610.471558,342.281055,-0.143313,0.086115,3.662952,1.468617
614.224488,343.646066,0.089978,-0.103605,3.752929,1.365012
617.827151,345.081513,-0.150266,0.070434,3.602663,1.435446
621.510973,346.425849,0.081159,-0.091110,3.683823,1.344336
625.054957,347.842532,-0.139839,0.072347,3.543984,1.416683
628.676796,349.150391,0.077855,-0.108824,3.621839,1.307859
632.161734,350.560538,-0.136901,0.102287,3.484938,1.410146
635.734673,351.843488,0.088002,-0.127196,3.572940,1.282950
639.146663,353.225005,-0.160949,0.098567,3.411990,1.381517
642.674205,354.478932,0.115552,-0.127590,3.527542,1.253927
646.012661,355.864427,-0.189087,0.131568,3.338455,1.385495
649.492392,357.076216,0.141276,-0.173706,3.479731,1.211789
652.775058,358.442133,-0.197065,0.154127,3.282666,1.365917
656.196372,359.626243,0.138649,-0.181806,3.421315,1.184111
659.428626,360.985740,-0.189061,0.175386,3.232254,1.359497
662.802663,362.137914,0.141784,-0.207323,3.374037,1.152174
665.966602,363.482585,-0.210098,0.192496,3.163939,1.344671
669.301603,364.616886,0.171061,-0.210370,3.335001,1.134301
672.408760,365.940972,-0.227843,0.189784,3.107157,1.324085
675.688310,367.047486,0.172393,-0.217570,3.279550,1.106515
678.741271,368.357068,-0.226590,0.203067,3.052961,1.309582
681.969647,369.426675,0.175415,-0.239975,3.228376,1.069607
684.960782,370.743387,-0.237242,0.247105,2.991135,1.316712
688.136849,371.769552,0.184933,-0.290548,3.176068,1.026165
691.082807,373.081633,-0.230109,0.285916,2.945958,1.312081
694.208043,374.092361,0.179278,-0.301353,3.125236,1.010728
697.107440,375.381763,-0.225839,0.278675,2.899396,1.289403
700.180506,376.369501,0.173670,-0.301664,3.073066,0.987738
703.015363,377.649694,-0.238208,0.292454,2.834858,1.280192
706.058967,378.595070,0.208746,-0.334816,3.043604,0.945377
708.826636,379.885004,-0.275934,0.344558,2.767669,1.289934
711.839367,380.790513,0.245061,-0.384425,3.012731,0.905509
714.548479,382.068496,-0.303618,0.372474,2.709112,1.277983
717.524186,382.942365,0.266594,-0.404113,2.975707,0.873869
720.177780,384.247031,-0.322113,0.430796,2.653593,1.304665
723.117716,385.066543,0.286343,-0.485152,2.939936,0.819513
725.709194,386.363156,-0.348459,0.477100,2.591477,1.296613
728.621945,387.148789,0.321274,-0.510980,2.912751,0.785633
731.152428,388.460851,-0.382269,0.526429,2.530483,1.312062
734.032933,389.194057,0.350023,-0.578857,2.880505,0.733205
736.499924,390.527397,-0.413514,0.600135,2.466991,1.333340
739.356251,391.194728,0.389336,-0.666009,2.856327,0.667331
741.757477,392.567521,-0.455101,0.705462,2.401226,1.372793
744.587946,393.157307,0.429243,-0.783007,2.830469,0.589786
746.924045,394.580790,-0.494370,0.833697,2.336099,1.423483
749.745986,395.071973,0.485841,-0.932299,2.821941,0.491183
751.996545,396.578380,-0.571381,1.015223,2.250559,1.506407
754.823813,396.934107,0.576708,-1.150680,2.827267,0.355727
756.981391,398.563344,-0.669689,1.273510,2.157579,1.629237
759.826886,398.720057,0.687916,-1.472524,2.845495,0.156713
761.863983,400.594932,-0.808398,1.718162,2.037097,1.874875
764.793660,400.389922,0.892580,-2.079885,2.929677,-0.205010
766.591549,402.726857,-1.131788,2.541946,1.797889,2.336936
769.768003,401.734724,1.378565,-3.329069,3.176454,-0.992133
